,video,face,chunk,cluster
79,aktpkfrkkg.mp4,/kaggle/working/faces/aktpkfrkkg.jpg,34,2
80,zhizsrrjcn.mp4,/kaggle/working/faces/zhizsrrjcn.jpg,34,2
81,ltqyzztasy.mp4,/kaggle/working/faces/ltqyzztasy.jpg,34,2
82,hgsntvpycd.mp4,/kaggle/working/faces/hgsntvpycd.jpg,34,2
83,lzvnmpzfhw.mp4,/kaggle/working/faces/lzvnmpzfhw.jpg,34,2
84,ddsmrsokkt.mp4,/kaggle/working/faces/ddsmrsokkt.jpg,34,2
85,stixwmpppk.mp4,/kaggle/working/faces/stixwmpppk.jpg,34,2
86,ibvftomeks.mp4,/kaggle/working/faces/ibvftomeks.jpg,34,2
87,nevzumkxgv.mp4,/kaggle/working/faces/nevzumkxgv.jpg,34,2
88,dkxgpxbuuy.mp4,/kaggle/working/faces/dkxgpxbuuy.jpg,34,4
89,olvjftfahz.mp4,/kaggle/working/faces/olvjftfahz.jpg,34,2
90,nzpbjfippe.mp4,/kaggle/working/faces/nzpbjfippe.jpg,34,2
91,tzickiqkiu.mp4,/kaggle/working/faces/tzickiqkiu.jpg,34,2
92,pqvzyeptpf.mp4,/kaggle/working/faces/pqvzyeptpf.jpg,34,3
93,rqjgnhozqa.mp4,/kaggle/working/faces/rqjgnhozqa.jpg,34,2
94,qnwglgnnec.mp4,/kaggle/working/faces/qnwglgnnec.jpg,34,2
95,oomyjfmqay.mp4,/kaggle/working/faces/oomyjfmqay.jpg,34,2
96,symowbrqof.mp4,/kaggle/working/faces/symowbrqof.jpg,34,2
97,ewdcazacrh.mp4,/kaggle/working/faces/ewdcazacrh.jpg,34,2
98,palsywrlab.mp4,/kaggle/working/faces/palsywrlab.jpg,34,2
99,zzcbxvytum.mp4,/kaggle/working/faces/zzcbxvytum.jpg,34,2
100,ztqrroigsu.mp4,/kaggle/working/faces/ztqrroigsu.jpg,34,2
101,hsrkevltqb.mp4,/kaggle/working/faces/hsrkevltqb.jpg,34,2
102,gyjsfnrebs.mp4,/kaggle/working/faces/gyjsfnrebs.jpg,34,2
103,zbppwczssz.mp4,/kaggle/working/faces/zbppwczssz.jpg,34,2
104,cgexssnjrq.mp4,/kaggle/working/faces/cgexssnjrq.jpg,34,2
105,lmikisikew.mp4,/kaggle/working/faces/lmikisikew.jpg,34,2
106,ycwapqtfai.mp4,/kaggle/working/faces/ycwapqtfai.jpg,34,5
107,sgqcgikvft.mp4,/kaggle/working/faces/sgqcgikvft.jpg,34,6
108,sllguadfon.mp4,/kaggle/working/faces/sllguadfon.jpg,34,2
109,jswuqkcikl.mp4,/kaggle/working/faces/jswuqkcikl.jpg,34,2
110,qtbdbfqnek.mp4,/kaggle/working/faces/qtbdbfqnek.jpg,34,2
111,kgankggyry.mp4,/kaggle/working/faces/kgankggyry.jpg,34,2
112,zkjotbhaqb.mp4,/kaggle/working/faces/zkjotbhaqb.jpg,34,7
113,eawewfnuvx.mp4,/kaggle/working/faces/eawewfnuvx.jpg,34,2
114,nryzsuekri.mp4,/kaggle/working/faces/nryzsuekri.jpg,34,2
115,snohkhuyoy.mp4,/kaggle/working/faces/snohkhuyoy.jpg,34,2
116,tcpikfazxw.mp4,/kaggle/working/faces/tcpikfazxw.jpg,34,2
117,yfquxzpxjt.mp4,/kaggle/working/faces/yfquxzpxjt.jpg,34,2
118,buznnntmnf.mp4,/kaggle/working/faces/buznnntmnf.jpg,34,2
119,pcpqrtrpjr.mp4,/kaggle/working/faces/pcpqrtrpjr.jpg,34,2
120,jcyrgdqlyi.mp4,/kaggle/working/faces/jcyrgdqlyi.jpg,34,2
121,ozeacapvug.mp4,/kaggle/working/faces/ozeacapvug.jpg,34,2
122,tbekzbrcmz.mp4,/kaggle/working/faces/tbekzbrcmz.jpg,34,2
123,nszxkhqmrg.mp4,/kaggle/working/faces/nszxkhqmrg.jpg,34,4
124,wgzigaxpas.mp4,/kaggle/working/faces/wgzigaxpas.jpg,34,5
125,fafcvcvjlb.mp4,/kaggle/working/faces/fafcvcvjlb.jpg,34,3
126,iutnjuuxfp.mp4,/kaggle/working/faces/iutnjuuxfp.jpg,34,8
127,dflspovqos.mp4,/kaggle/working/faces/dflspovqos.jpg,34,9
128,hrhsdsowvo.mp4,/kaggle/working/faces/hrhsdsowvo.jpg,34,2
129,ihrvzwzbab.mp4,/kaggle/working/faces/ihrvzwzbab.jpg,34,2
130,shakyzpdlb.mp4,/kaggle/working/faces/shakyzpdlb.jpg,34,2
131,imjfunevrp.mp4,/kaggle/working/faces/imjfunevrp.jpg,34,2
132,erdhjyjduk.mp4,/kaggle/working/faces/erdhjyjduk.jpg,34,2
133,askhsshduz.mp4,/kaggle/working/faces/askhsshduz.jpg,34,10
134,izlxfessti.mp4,/kaggle/working/faces/izlxfessti.jpg,34,5
135,wrajldrcye.mp4,/kaggle/working/faces/wrajldrcye.jpg,34,8
136,ojhikvniox.mp4,/kaggle/working/faces/ojhikvniox.jpg,34,2
137,goqnmudces.mp4,/kaggle/working/faces/goqnmudces.jpg,34,2
138,wvhgqlaiun.mp4,/kaggle/working/faces/wvhgqlaiun.jpg,34,2
139,wtqxnnemoi.mp4,/kaggle/working/faces/wtqxnnemoi.jpg,34,5
140,uaksgtuuny.mp4,/kaggle/working/faces/uaksgtuuny.jpg,34,2
141,efjgycrwfm.mp4,/kaggle/working/faces/efjgycrwfm.jpg,34,4
142,elzyaxzkbw.mp4,/kaggle/working/faces/elzyaxzkbw.jpg,34,11
143,uoeebxpetx.mp4,/kaggle/working/faces/uoeebxpetx.jpg,34,11
144,noraklfhax.mp4,/kaggle/working/faces/noraklfhax.jpg,34,11
145,crbijnlhbx.mp4,/kaggle/working/faces/crbijnlhbx.jpg,34,11
146,lgmxcngfyg.mp4,/kaggle/working/faces/lgmxcngfyg.jpg,34,11
147,btieonhidz.mp4,/kaggle/working/faces/btieonhidz.jpg,34,11
148,gyktewxcsb.mp4,/kaggle/working/faces/gyktewxcsb.jpg,34,11
149,brdivlkikp.mp4,/kaggle/working/faces/brdivlkikp.jpg,34,11
150,jmxbizzywt.mp4,/kaggle/working/faces/jmxbizzywt.jpg,34,4
151,onvjtdquwl.mp4,/kaggle/working/faces/onvjtdquwl.jpg,34,11
152,tsrjzzynxa.mp4,/kaggle/working/faces/tsrjzzynxa.jpg,34,11
153,dsirzbqhvc.mp4,/kaggle/working/faces/dsirzbqhvc.jpg,34,11
154,aslrunhhyl.mp4,/kaggle/working/faces/aslrunhhyl.jpg,34,11
155,tyfxosqosz.mp4,/kaggle/working/faces/tyfxosqosz.jpg,34,11
156,hnokdeltbj.mp4,/kaggle/working/faces/hnokdeltbj.jpg,34,11
157,volftuvmlk.mp4,/kaggle/working/faces/volftuvmlk.jpg,34,4
158,gjjthwadta.mp4,/kaggle/working/faces/gjjthwadta.jpg,34,11
159,rourvegbvr.mp4,/kaggle/working/faces/rourvegbvr.jpg,34,11
160,riqsligtkj.mp4,/kaggle/working/faces/riqsligtkj.jpg,34,11
161,ielgismpza.mp4,/kaggle/working/faces/ielgismpza.jpg,34,11
162,dfnnriurvc.mp4,/kaggle/working/faces/dfnnriurvc.jpg,34,11
163,fhfwalqltr.mp4,/kaggle/working/faces/fhfwalqltr.jpg,34,11
164,uktbwkihhl.mp4,/kaggle/working/faces/uktbwkihhl.jpg,34,11
165,gqmmrskwba.mp4,/kaggle/working/faces/gqmmrskwba.jpg,34,11
166,ayzcjwfbsn.mp4,/kaggle/working/faces/ayzcjwfbsn.jpg,34,11
167,evmmsjwyqj.mp4,/kaggle/working/faces/evmmsjwyqj.jpg,34,11
168,oroamxxelo.mp4,/kaggle/working/faces/oroamxxelo.jpg,34,11
169,baxefshuvs.mp4,/kaggle/working/faces/baxefshuvs.jpg,34,11
170,lgvbdveuyj.mp4,/kaggle/working/faces/lgvbdveuyj.jpg,34,11
171,eyiahkxsvc.mp4,/kaggle/working/faces/eyiahkxsvc.jpg,34,11
172,kiujlawptr.mp4,/kaggle/working/faces/kiujlawptr.jpg,34,11
173,mmxsetbwcu.mp4,/kaggle/working/faces/mmxsetbwcu.jpg,34,11
174,rqhdgbctmr.mp4,/kaggle/working/faces/rqhdgbctmr.jpg,34,11
175,vzeekfgafz.mp4,/kaggle/working/faces/vzeekfgafz.jpg,34,12
176,oujgnraxln.mp4,/kaggle/working/faces/oujgnraxln.jpg,34,11
177,uryamchmyh.mp4,/kaggle/working/faces/uryamchmyh.jpg,34,11
178,mfaqvlpodq.mp4,/kaggle/working/faces/mfaqvlpodq.jpg,34,12
179,nzqwrswqkc.mp4,/kaggle/working/faces/nzqwrswqkc.jpg,34,11
180,kwnfzorxlv.mp4,/kaggle/working/faces/kwnfzorxlv.jpg,34,11
181,lwdjuxzfdg.mp4,/kaggle/working/faces/lwdjuxzfdg.jpg,34,13
182,mhnvpjrbrm.mp4,/kaggle/working/faces/mhnvpjrbrm.jpg,34,11
183,mhhcsyiobk.mp4,/kaggle/working/faces/mhhcsyiobk.jpg,34,11
184,mkggrfrtiy.mp4,/kaggle/working/faces/mkggrfrtiy.jpg,34,4
185,yvwraerzqk.mp4,/kaggle/working/faces/yvwraerzqk.jpg,34,11
186,trpmabgeyv.mp4,/kaggle/working/faces/trpmabgeyv.jpg,34,11
187,xrcsmqiekd.mp4,/kaggle/working/faces/xrcsmqiekd.jpg,34,11
188,qyyynuqisv.mp4,/kaggle/working/faces/qyyynuqisv.jpg,34,11
189,begigijiiq.mp4,/kaggle/working/faces/begigijiiq.jpg,34,11
190,owaslepiun.mp4,/kaggle/working/faces/owaslepiun.jpg,34,12
191,vzyfknevkw.mp4,/kaggle/working/faces/vzyfknevkw.jpg,34,11
192,ctuiwtvhui.mp4,/kaggle/working/faces/ctuiwtvhui.jpg,34,11
193,gbawfojktc.mp4,/kaggle/working/faces/gbawfojktc.jpg,34,11
194,eiismzeitf.mp4,/kaggle/working/faces/eiismzeitf.jpg,34,11
195,awciwaoxbg.mp4,/kaggle/working/faces/awciwaoxbg.jpg,34,11
196,dsvrysxyqw.mp4,/kaggle/working/faces/dsvrysxyqw.jpg,34,11
197,mlvudfbshm.mp4,/kaggle/working/faces/mlvudfbshm.jpg,34,11
198,wmjecgzfzg.mp4,/kaggle/working/faces/wmjecgzfzg.jpg,34,11
199,sectcrwsak.mp4,/kaggle/working/faces/sectcrwsak.jpg,34,11
200,ejutmzspws.mp4,/kaggle/working/faces/ejutmzspws.jpg,34,11
201,zulncymvab.mp4,/kaggle/working/faces/zulncymvab.jpg,34,11
202,gqjohkcjww.mp4,/kaggle/working/faces/gqjohkcjww.jpg,34,11
203,wnsrqqukld.mp4,/kaggle/working/faces/wnsrqqukld.jpg,34,11
204,yltmjvmuln.mp4,/kaggle/working/faces/yltmjvmuln.jpg,34,4
205,gnlqorqfev.mp4,/kaggle/working/faces/gnlqorqfev.jpg,34,11
206,gboyvifuol.mp4,/kaggle/working/faces/gboyvifuol.jpg,34,11
207,sdrpjtgnur.mp4,/kaggle/working/faces/sdrpjtgnur.jpg,34,11
208,rxsbfisfay.mp4,/kaggle/working/faces/rxsbfisfay.jpg,34,4
209,paxvaojuay.mp4,/kaggle/working/faces/paxvaojuay.jpg,34,11
210,tdwobzatik.mp4,/kaggle/working/faces/tdwobzatik.jpg,34,14
211,onwzxyouet.mp4,/kaggle/working/faces/onwzxyouet.jpg,34,14
212,jxchbmkrls.mp4,/kaggle/working/faces/jxchbmkrls.jpg,34,14
213,xvkwijqxvg.mp4,/kaggle/working/faces/xvkwijqxvg.jpg,34,14
214,mmdkogggyc.mp4,/kaggle/working/faces/mmdkogggyc.jpg,34,14
215,iwhzhemnul.mp4,/kaggle/working/faces/iwhzhemnul.jpg,34,14
216,wtodmcqznh.mp4,/kaggle/working/faces/wtodmcqznh.jpg,34,14
217,sfbsckvyfc.mp4,/kaggle/working/faces/sfbsckvyfc.jpg,34,14
218,pbimynoliq.mp4,/kaggle/working/faces/pbimynoliq.jpg,34,14
219,wubkawsoey.mp4,/kaggle/working/faces/wubkawsoey.jpg,34,14
220,mhcklyazrf.mp4,/kaggle/working/faces/mhcklyazrf.jpg,34,14
221,cgsoqafcfn.mp4,/kaggle/working/faces/cgsoqafcfn.jpg,34,14
222,stmblasavv.mp4,/kaggle/working/faces/stmblasavv.jpg,34,14
223,nwnimkrvyp.mp4,/kaggle/working/faces/nwnimkrvyp.jpg,34,14
224,tscegfccol.mp4,/kaggle/working/faces/tscegfccol.jpg,34,14
225,ayrwjwllmx.mp4,/kaggle/working/faces/ayrwjwllmx.jpg,34,14
226,oslhkqabsn.mp4,/kaggle/working/faces/oslhkqabsn.jpg,34,14
227,aewsbofgwl.mp4,/kaggle/working/faces/aewsbofgwl.jpg,34,14
228,lnsijmbeuo.mp4,/kaggle/working/faces/lnsijmbeuo.jpg,34,14
229,wgjqmxuxlo.mp4,/kaggle/working/faces/wgjqmxuxlo.jpg,34,14
230,gxrofltkjn.mp4,/kaggle/working/faces/gxrofltkjn.jpg,34,14
231,zzoimuggyc.mp4,/kaggle/working/faces/zzoimuggyc.jpg,34,14
232,spyophhesn.mp4,/kaggle/working/faces/spyophhesn.jpg,34,14
233,mrkdpydcma.mp4,/kaggle/working/faces/mrkdpydcma.jpg,34,14
234,vpqsolhamg.mp4,/kaggle/working/faces/vpqsolhamg.jpg,34,14
235,oiylihmnsl.mp4,/kaggle/working/faces/oiylihmnsl.jpg,34,14
236,plbtpvjmae.mp4,/kaggle/working/faces/plbtpvjmae.jpg,34,14
237,hbocidcxhm.mp4,/kaggle/working/faces/hbocidcxhm.jpg,34,14
238,shfvdbtusb.mp4,/kaggle/working/faces/shfvdbtusb.jpg,34,14
239,dyqhomjvap.mp4,/kaggle/working/faces/dyqhomjvap.jpg,34,14
240,okrmitowjf.mp4,/kaggle/working/faces/okrmitowjf.jpg,34,14
241,pqkiyjuqio.mp4,/kaggle/working/faces/pqkiyjuqio.jpg,34,14
242,zfkqowplog.mp4,/kaggle/working/faces/zfkqowplog.jpg,34,14
243,wxdljcjcud.mp4,/kaggle/working/faces/wxdljcjcud.jpg,34,14
244,jiszxbqhcq.mp4,/kaggle/working/faces/jiszxbqhcq.jpg,34,14
245,fdjwbrgbty.mp4,/kaggle/working/faces/fdjwbrgbty.jpg,34,14
246,whtgnseqen.mp4,/kaggle/working/faces/whtgnseqen.jpg,34,14
247,pmqgnnywam.mp4,/kaggle/working/faces/pmqgnnywam.jpg,34,14
248,ogcyuohtco.mp4,/kaggle/working/faces/ogcyuohtco.jpg,34,14
249,yhcnrijzuu.mp4,/kaggle/working/faces/yhcnrijzuu.jpg,34,14
250,jemwfzbkqc.mp4,/kaggle/working/faces/jemwfzbkqc.jpg,34,14
251,yiwjftbcgm.mp4,/kaggle/working/faces/yiwjftbcgm.jpg,34,14
252,lbtnxtlfps.mp4,/kaggle/working/faces/lbtnxtlfps.jpg,34,14
253,hbxqzasgok.mp4,/kaggle/working/faces/hbxqzasgok.jpg,34,14
254,aojaayykzy.mp4,/kaggle/working/faces/aojaayykzy.jpg,34,14
255,razycsvijs.mp4,/kaggle/working/faces/razycsvijs.jpg,34,14
256,yklamzsdff.mp4,/kaggle/working/faces/yklamzsdff.jpg,34,14
257,gebfeffinf.mp4,/kaggle/working/faces/gebfeffinf.jpg,34,14
258,ffycdoligw.mp4,/kaggle/working/faces/ffycdoligw.jpg,34,14
259,mxjdaearlo.mp4,/kaggle/working/faces/mxjdaearlo.jpg,34,14
260,pqbesiqwyd.mp4,/kaggle/working/faces/pqbesiqwyd.jpg,34,14
261,refzhsrqco.mp4,/kaggle/working/faces/refzhsrqco.jpg,34,14
262,cdpwyinhbm.mp4,/kaggle/working/faces/cdpwyinhbm.jpg,34,15
263,oscxjoddld.mp4,/kaggle/working/faces/oscxjoddld.jpg,34,15
264,xasidfdyoz.mp4,/kaggle/working/faces/xasidfdyoz.jpg,34,15
265,esjfanmvpw.mp4,/kaggle/working/faces/esjfanmvpw.jpg,34,15
266,dencrrvllu.mp4,/kaggle/working/faces/dencrrvllu.jpg,34,15
267,hyjedkriqd.mp4,/kaggle/working/faces/hyjedkriqd.jpg,34,15
268,vzeingelww.mp4,/kaggle/working/faces/vzeingelww.jpg,34,15
269,qxtoukhyts.mp4,/kaggle/working/faces/qxtoukhyts.jpg,34,15
270,xensfgmdvq.mp4,/kaggle/working/faces/xensfgmdvq.jpg,34,16
271,zwpsxtwnkd.mp4,/kaggle/working/faces/zwpsxtwnkd.jpg,34,15
272,dadnicxjee.mp4,/kaggle/working/faces/dadnicxjee.jpg,34,15
273,bnfqcshwdx.mp4,/kaggle/working/faces/bnfqcshwdx.jpg,34,15
274,tjtxivvbcq.mp4,/kaggle/working/faces/tjtxivvbcq.jpg,34,15
275,yybejszdjm.mp4,/kaggle/working/faces/yybejszdjm.jpg,34,17
276,mfhdprwfcs.mp4,/kaggle/working/faces/mfhdprwfcs.jpg,34,16
277,ecktwohmhf.mp4,/kaggle/working/faces/ecktwohmhf.jpg,34,15
278,pgmnnzwcuu.mp4,/kaggle/working/faces/pgmnnzwcuu.jpg,34,15
279,plyqivfoeh.mp4,/kaggle/working/faces/plyqivfoeh.jpg,34,15
280,iyvivvcthl.mp4,/kaggle/working/faces/iyvivvcthl.jpg,34,15
281,uizazbbqnz.mp4,/kaggle/working/faces/uizazbbqnz.jpg,34,16
282,wmkbgbvzdr.mp4,/kaggle/working/faces/wmkbgbvzdr.jpg,34,15
283,mrhxlfruci.mp4,/kaggle/working/faces/mrhxlfruci.jpg,34,15
284,shzvxgailq.mp4,/kaggle/working/faces/shzvxgailq.jpg,34,16
285,uwufxaczqi.mp4,/kaggle/working/faces/uwufxaczqi.jpg,34,15
286,vtemhptawm.mp4,/kaggle/working/faces/vtemhptawm.jpg,34,17
287,awnjymbwza.mp4,/kaggle/working/faces/awnjymbwza.jpg,34,17
288,edzuirorfg.mp4,/kaggle/working/faces/edzuirorfg.jpg,34,17
289,bnxmbphnnn.mp4,/kaggle/working/faces/bnxmbphnnn.jpg,34,15
290,kdgqkztgci.mp4,/kaggle/working/faces/kdgqkztgci.jpg,34,15
291,arflkzattc.mp4,/kaggle/working/faces/arflkzattc.jpg,34,15
292,qjvxwjerzs.mp4,/kaggle/working/faces/qjvxwjerzs.jpg,34,15
293,awpoavcoiw.mp4,/kaggle/working/faces/awpoavcoiw.jpg,34,15
294,uvqwmpfklm.mp4,/kaggle/working/faces/uvqwmpfklm.jpg,34,17
295,dmfqzqdvzp.mp4,/kaggle/working/faces/dmfqzqdvzp.jpg,34,15
296,gdeljipddf.mp4,/kaggle/working/faces/gdeljipddf.jpg,34,15
297,qhzbgfpwqm.mp4,/kaggle/working/faces/qhzbgfpwqm.jpg,34,15
298,rvcepkmike.mp4,/kaggle/working/faces/rvcepkmike.jpg,34,15
299,kikchqrfnw.mp4,/kaggle/working/faces/kikchqrfnw.jpg,34,15
300,pqmolaziou.mp4,/kaggle/working/faces/pqmolaziou.jpg,34,17
301,gpmqqgifmr.mp4,/kaggle/working/faces/gpmqqgifmr.jpg,34,16
302,urbybjokuy.mp4,/kaggle/working/faces/urbybjokuy.jpg,34,18
303,bhgxmwbuzr.mp4,/kaggle/working/faces/bhgxmwbuzr.jpg,34,18
304,lmxsjlaoyr.mp4,/kaggle/working/faces/lmxsjlaoyr.jpg,34,18
305,zxajwjvnqr.mp4,/kaggle/working/faces/zxajwjvnqr.jpg,34,19
306,ucwvxiyvtm.mp4,/kaggle/working/faces/ucwvxiyvtm.jpg,34,18
307,etdkolnufl.mp4,/kaggle/working/faces/etdkolnufl.jpg,34,18
308,fodmzjauvz.mp4,/kaggle/working/faces/fodmzjauvz.jpg,34,18
309,psecynamaj.mp4,/kaggle/working/faces/psecynamaj.jpg,34,18
310,utbdmqjrhg.mp4,/kaggle/working/faces/utbdmqjrhg.jpg,34,18
311,rnrqgfqodh.mp4,/kaggle/working/faces/rnrqgfqodh.jpg,34,18
312,ucszfyitlr.mp4,/kaggle/working/faces/ucszfyitlr.jpg,34,18
313,tcloaxofyu.mp4,/kaggle/working/faces/tcloaxofyu.jpg,34,18
314,lqsjpgqztt.mp4,/kaggle/working/faces/lqsjpgqztt.jpg,34,18
315,ioruwzdrhe.mp4,/kaggle/working/faces/ioruwzdrhe.jpg,34,18
316,ajnjrhcgff.mp4,/kaggle/working/faces/ajnjrhcgff.jpg,34,18
317,gghimiqmte.mp4,/kaggle/working/faces/gghimiqmte.jpg,34,18
318,kqjckpllev.mp4,/kaggle/working/faces/kqjckpllev.jpg,34,18
319,ktxafitolf.mp4,/kaggle/working/faces/ktxafitolf.jpg,34,18
320,myydbsyecm.mp4,/kaggle/working/faces/myydbsyecm.jpg,34,18
321,ctryulifmt.mp4,/kaggle/working/faces/ctryulifmt.jpg,34,18
322,nnoewbrfdn.mp4,/kaggle/working/faces/nnoewbrfdn.jpg,34,18
323,npalnvsaaj.mp4,/kaggle/working/faces/npalnvsaaj.jpg,34,19
324,mquozjaiiw.mp4,/kaggle/working/faces/mquozjaiiw.jpg,34,18
